user_id,name,age,gender,location,latitude,longitude,interests,about_me,relationship_goal,personality,MBTI,education_level,occupation,zodiac_sign,height_cm,body_type,languages_spoken,dating_preference,photo_count,is_verified,is_premium_user,daily_active_minutes,last_login,likes_received,likes,blocked,swipes,messages_sent,response_rate,signup_date,negative_samples
645,Elizabeth Miller,44,Non-binary,Houston,28.538336,-87.629799,"fitness, reading, sports",Prepare if represent PM table know boy opportunity dinner bad.,Long-term,Ambivert,ISTJ,Master’s,Water engineer,Aries,160,Average,"Spanish, Mandarin, English",Women,6,False,True,10,2024-03-28,47,"[182, 598, 46, 487, 393, 705, 982, 219, 398, 605, 409, 61, 654, 281]","[19, 694, 537, 306, 331, 223, 645]",172,62,0.24,2024-02-05,"[326, 65, 728, 424, 50, 35, 150, 290, 392, 692, 802, 356, 258, 589, 742, 453, 664, 54, 537, 524, 153, 856, 113, 970, 12, 864, 599, 344]"
646,Sarah Villa,24,Non-binary,Atlanta,30.267153,-71.058884,"photography, art, cooking",Baby candidate share check much fast sometimes perform.,Friends,Introvert,ENFP,Master’s,Science writer,Libra,186,Average,"Spanish, Hindi, Mandarin",Women,4,True,True,43,2024-03-04,76,"[560, 554, 205, 62, 521, 88, 562, 347, 407, 581, 558, 110, 402]","[673, 953, 254, 661, 31, 667]",113,74,0.3,2023-02-19,"[124, 129, 736, 951, 836, 856, 967, 946, 196, 655, 453, 64, 108, 423, 499, 338, 742, 286, 289, 888, 174, 26, 282, 947, 295, 671]"
647,Pamela Howard,30,M,Philadelphia,28.538336,-81.694361,"fitness, gaming, photography",Bit tough those report little glass.,Long-term,Ambivert,ISFJ,High School,Physiotherapist,Sagittarius,163,Curvy,"English, French",Men,5,False,True,37,2024-03-11,2,"[604, 370, 891, 52, 472, 949, 365, 341, 409, 205, 538, 230]","[279, 132, 884, 782, 471, 928, 790, 36, 213, 969]",125,84,0.89,2023-07-01,"[692, 768, 241, 315, 987, 177, 711, 170, 421, 470, 558, 2, 81, 459, 570, 898, 640, 429, 483, 511, 367, 721, 90, 373]"
648,Brianna Owens,24,Non-binary,Boston,40.712776,-95.369804,"music, travel, cooking",Here difficult agency course strong there that ago organization entire because minute.,Networking,Ambivert,INFJ,Master’s,"Teacher, early years/pre",Sagittarius,158,Curvy,"French, Hindi",Women,6,True,True,26,2024-03-01,42,"[729, 653, 920, 860, 671, 491, 102, 809, 186, 501]","[373, 866, 250, 201, 854]",369,5,0.94,2024-01-22,"[466, 20, 100, 720, 413, 308, 468, 943, 263, 597, 526, 26, 622, 818, 411, 372, 534, 326, 883, 636]"
649,Cindy Hines,40,Non-binary,Austin,27.950575,-78.638176,"gaming, travel, technology",Then local bed for scientist fine many state fish catch hear after east.,Friends,Ambivert,ISFJ,Bachelor’s,"Engineer, automotive",Pisces,150,Slim,"French, Spanish",Everyone,6,True,False,64,2024-03-13,0,"[600, 954, 147, 750, 964, 264, 998, 82, 101, 13, 71, 322, 3]","[930, 307, 231, 466, 250, 202, 125, 127]",482,88,0.35,2023-11-28,"[654, 994, 524, 439, 336, 503, 255, 847, 104, 488, 308, 889, 17, 360, 566, 550, 699, 868, 632, 198, 731, 20, 995, 272, 460, 350]"
650,Thomas Thompson,25,F,Austin,37.338208,-86.158068,"reading, art, sports",Leg social easy money each memory million last place.,Friends,Extrovert,ESTP,PhD,Advertising account planner,Virgo,173,Athletic,"French, Hindi, English",Women,2,False,False,77,2024-03-18,41,"[679, 539, 719, 978, 459, 244, 35, 500, 484, 974, 315, 661, 863]","[262, 513, 263, 789, 934, 440, 457, 340, 215]",88,70,0.57,2023-01-18,"[873, 938, 245, 707, 30, 344, 711, 633, 236, 924, 210, 823, 944, 254, 785, 593, 615, 469, 146, 818, 29, 341, 307, 354, 988, 348]"
651,Angel Alexander,25,F,Miami,39.952583,-117.161087,"gaming, music, sports",Window main music modern their party.,Casual Dating,Extrovert,ESFJ,PhD,Careers information officer,Pisces,163,Average,Spanish,Women,5,True,False,14,2024-03-12,24,"[863, 907, 616, 962, 494, 45, 66, 858, 311, 599]","[482, 610, 920, 393, 168, 325, 218]",448,45,0.77,2023-09-10,"[316, 762, 808, 63, 429, 670, 746, 512, 64, 501, 146, 800, 106, 811, 496, 709, 909, 841, 749, 201]"
652,Mr. Keith Miller,49,Non-binary,Chicago,28.538336,-87.629799,"travel, art, photography",Him opportunity test keep toward build down pay.,Friends,Introvert,ISFJ,High School,Accounting technician,Libra,151,Average,"English, Mandarin",Men,6,False,False,20,2024-03-04,27,"[512, 965, 666, 196, 149, 91, 116, 625, 125, 462, 157, 603]","[693, 794, 567, 995, 586, 388, 570, 633, 328, 374]",377,13,0.89,2023-06-25,"[212, 573, 863, 372, 606, 779, 689, 688, 108, 379, 683, 883, 468, 390, 743, 492, 595, 323, 774, 727, 610, 361, 668, 499]"
653,Monique Davis,48,M,Dallas,45.515232,-74.005974,"art, sports, music",Into operation government unit which me nor away in gas.,Casual Dating,Introvert,ESTP,Bachelor’s,Pharmacologist,Leo,156,Slim,"Spanish, Hindi",Men,4,True,False,1,2024-03-08,21,"[276, 351, 146, 654, 977, 950, 86, 11, 695, 138, 353, 808, 876, 759]","[495, 662, 283, 970, 494, 223, 234, 213]",10,47,0.99,2023-02-13,"[3, 36, 108, 823, 474, 493, 683, 637, 29, 827, 523, 258, 908, 269, 35, 343, 368, 678, 730, 332, 111, 534, 206, 256, 83, 613, 90, 652]"
654,Gerald Madden,32,M,Los Angeles,39.961176,-111.891047,"gaming, travel, cooking",Up particularly small seven since product detail water.,Long-term,Extrovert,ENTP,Master’s,Games developer,Virgo,170,Slim,"English, Hindi",Everyone,6,True,False,96,2024-03-08,73,"[27, 74, 251, 353, 5, 305, 577, 290]","[212, 966, 535, 51, 764, 208]",387,7,0.43,2023-12-31,"[554, 682, 417, 185, 758, 981, 722, 137, 69, 620, 365, 627, 256, 277, 355, 26]"
655,James Mills,20,Non-binary,Indianapolis,29.760427,-117.161087,"sports, art, fitness",Voice writer red child control radio kind catch.,Casual Dating,Introvert,INFJ,Bachelor’s,Games developer,Gemini,158,Athletic,Hindi,Men,5,False,True,57,2024-03-16,42,"[354, 113, 918, 442, 235, 162, 750, 353, 125, 193, 205, 288, 485]","[716, 219, 694, 624, 40, 47, 996]",280,20,0.54,2023-07-26,"[333, 309, 54, 300, 422, 916, 618, 725, 987, 922, 8, 189, 815, 803, 554, 647, 90, 624, 484, 63, 974, 581, 590, 65, 908, 883]"
656,Jeffrey Clark,31,F,New York,36.169941,-104.990251,"gaming, fitness, music",Rock nor call memory there tough sing police sport loss author take ability them.,Casual Dating,Ambivert,INTP,High School,"Copywriter, advertising",Sagittarius,182,Average,Mandarin,Women,1,True,False,81,2024-03-05,72,"[927, 807, 95, 60, 36, 172, 358, 714, 959, 110, 577, 685]","[403, 71, 200, 565, 317]",329,9,0.29,2023-12-27,"[995, 363, 940, 980, 118, 3, 767, 666, 451, 801, 29, 439, 367, 31, 574, 142, 483, 784, 383, 881, 329, 27, 909, 186]"
657,Stacey Brooks,30,F,Chicago,34.052235,-82.998794,"photography, reading, technology",Again medical hard long once vote discuss himself fight raise whether church meeting.,Long-term,Introvert,ISFJ,PhD,"Librarian, public",Sagittarius,173,Curvy,"English, Spanish, French",Men,3,True,False,27,2024-03-21,28,"[109, 96, 476, 280, 328, 243, 909, 77, 640, 282, 689, 55, 162, 987, 765]","[328, 221, 386, 219, 381, 752, 860, 71, 899, 43]",372,68,0.67,2023-08-04,"[636, 979, 619, 679, 714, 566, 404, 794, 576, 697, 9, 429, 331, 110, 775, 500, 480, 272, 170, 173, 230, 300, 501, 323, 702, 1, 648, 888, 233, 530]"
658,Karl Johnson,30,Non-binary,Raleigh,41.878113,-111.891047,"sports, photography, travel",What until enough sea mission cost feeling.,Friends,Ambivert,ISFJ,High School,"Teacher, special educational needs",Gemini,160,Curvy,"French, Spanish",Women,5,False,False,118,2024-03-16,87,"[50, 85, 805, 915, 23, 736, 361, 777, 432, 988, 933, 269, 638, 557, 553]","[264, 180, 455, 71, 910, 96, 960, 516, 184, 647]",71,3,0.45,2024-02-15,"[833, 510, 9, 649, 815, 613, 340, 855, 752, 476, 686, 822, 918, 992, 381, 788, 784, 253, 539, 418, 559, 611, 471, 728, 326, 405, 499, 282, 111, 74]"
659,Amanda Oneill,28,M,Houston,41.49932,-81.694361,"photography, travel, art",Fly do anyone Congress since standard similar whatever.,Long-term,Introvert,ENTP,PhD,"Administrator, local government",Capricorn,185,Athletic,Spanish,Men,3,False,False,41,2024-03-23,33,"[755, 900, 752, 571, 345]","[511, 616, 991, 607, 963, 102, 308, 938]",22,51,0.58,2023-11-20,"[92, 74, 54, 874, 422, 122, 62, 774, 20, 206]"
660,Stephanie Sanchez,47,F,Denver,25.76168,-98.493629,"gaming, music, art",Effort stop level gun kind him hard box everyone factor.,Casual Dating,Extrovert,ISTJ,Master’s,"Psychotherapist, dance movement",Scorpio,175,Average,"English, French",Women,1,True,True,33,2024-03-15,6,"[74, 402, 265, 419, 480, 237, 701, 653, 61]","[829, 151, 845, 331, 213, 211, 814]",162,89,0.24,2024-03-08,"[517, 638, 516, 306, 453, 819, 581, 112, 314, 920, 826, 189, 502, 530, 579, 774, 323, 647]"
661,Tommy Mcclain,29,M,Minneapolis,33.448376,-81.694361,"travel, fitness, gaming",I above purpose candidate quality space yard because forward audience right.,Long-term,Ambivert,ISTJ,Master’s,"Education officer, museum",Taurus,168,Average,"Spanish, French",Men,5,False,False,14,2024-03-29,20,"[603, 432, 418, 862, 920, 580, 537, 572, 969, 840, 674, 905, 848, 715]","[8, 363, 448, 557, 78, 789, 374]",484,21,0.87,2023-01-08,"[65, 50, 598, 199, 620, 738, 970, 584, 676, 809, 568, 606, 323, 661, 45, 977, 540, 585, 904, 789, 361, 306, 990, 770, 956, 240, 72, 350]"
662,Jeff Wade,49,M,Denver,39.099727,-104.990251,"cooking, music, photography",Role best interesting movie also age should care life.,Networking,Extrovert,ESTP,PhD,Private music teacher,Leo,200,Average,"Spanish, English, Hindi",Everyone,4,False,False,61,2024-03-10,61,"[412, 596, 298, 555, 847]","[571, 319, 401, 118, 676, 196, 375, 604]",28,44,0.7,2023-11-24,"[612, 84, 878, 675, 725, 631, 779, 616, 36, 709]"
663,Nicholas Deleon,40,Non-binary,San Antonio,39.952583,-121.886329,"gaming, reading, music",Room indeed truth financial grow prepare future for win area those accept.,Long-term,Ambivert,ENFP,Master’s,Lobbyist,Capricorn,159,Slim,"Spanish, English, French",Men,6,False,False,99,2024-03-16,100,"[553, 527, 309, 354, 349, 979, 721, 70, 128, 54, 207, 92, 647, 382, 603]","[858, 754, 318, 87, 795, 456, 329, 359]",86,58,0.41,2023-11-06,"[415, 858, 204, 977, 773, 277, 452, 13, 670, 818, 738, 372, 318, 235, 605, 774, 817, 535, 103, 579, 834, 656, 628, 789, 758, 140, 325, 859, 324, 581]"
664,April Francis,44,Non-binary,Miami,38.581572,-97.743061,"photography, travel, gaming",Green right believe animal story ready do manage support west would tax.,Friends,Extrovert,ISFJ,Bachelor’s,Media planner,Scorpio,155,Slim,"Mandarin, French, English",Women,2,False,False,36,2024-03-21,79,"[137, 159, 923, 952, 895, 981, 122, 634, 953, 190, 424, 333, 15]","[263, 355, 945, 73, 274, 677, 299]",466,96,0.89,2024-03-08,"[488, 253, 967, 944, 666, 708, 366, 797, 933, 918, 929, 133, 300, 748, 863, 752, 349, 821, 214, 982, 445, 308, 60, 76, 359, 68]"
665,William Smith,19,M,Las Vegas,39.099727,-115.139832,"sports, technology, fitness",Last task pretty else during born to would dark when onto manager.,Networking,Introvert,ENTP,High School,Learning mentor,Scorpio,179,Slim,Hindi,Everyone,3,True,True,11,2024-03-29,87,"[639, 49, 859, 291, 853, 369, 68, 662, 879]","[706, 871, 882, 274, 91, 572, 862]",173,73,0.54,2023-10-28,"[711, 3, 142, 625, 656, 271, 433, 473, 615, 459, 385, 343, 367, 903, 824, 938, 490, 637]"
666,Alisha Ford,26,M,Philadelphia,39.099727,-93.265015,"photography, travel, music",Relate write course become leave nor eat order.,Networking,Ambivert,ISFJ,High School,"Designer, graphic",Cancer,199,Curvy,"English, French",Everyone,6,True,False,68,2024-03-11,31,"[117, 500, 222, 947, 409, 164, 897, 505, 854, 971, 668, 279]","[68, 259, 20, 423, 407, 378, 759, 651, 696]",423,95,0.39,2023-07-29,"[463, 48, 201, 137, 166, 791, 795, 306, 820, 255, 403, 159, 356, 778, 76, 196, 970, 716, 185, 384, 516, 344, 476, 837]"
667,Matthew Thomas,29,F,Denver,42.360081,-118.243683,"technology, art, sports",Pressure class hour listen though use from plan believe foreign trouble.,Networking,Extrovert,INTP,Bachelor’s,Computer games developer,Scorpio,181,Slim,"Hindi, French",Men,5,True,False,6,2024-03-12,40,"[42, 311, 749, 561, 32, 979, 39, 565, 34, 687, 92, 554, 680]","[743, 402, 571, 168, 763, 733, 222, 37]",130,11,0.69,2023-06-24,"[55, 994, 603, 321, 61, 483, 801, 490, 79, 102, 78, 607, 477, 676, 289, 743, 3, 394, 642, 755, 437, 239, 929, 841, 540, 523]"
668,Benjamin Compton,48,M,San Diego,47.606209,-94.578568,"fitness, art, music",Art couple foot bank different allow.,Casual Dating,Extrovert,ESFJ,PhD,Animal technologist,Leo,150,Athletic,"French, Hindi",Women,2,True,False,18,2024-03-03,99,"[967, 762, 570, 951, 732, 312, 696, 517, 185, 566]","[869, 699, 950, 306, 40, 34, 108, 688, 880, 145]",18,72,0.88,2023-11-21,"[373, 141, 426, 151, 980, 773, 418, 93, 52, 353, 593, 563, 217, 392, 188, 925, 291, 123, 538, 704]"
669,Jennifer Snow,34,F,San Diego,39.768403,-115.139832,"music, fitness, photography",Still personal win bar firm second per memory near pull.,Networking,Extrovert,ENFP,PhD,Press photographer,Aries,179,Average,"Hindi, English",Everyone,1,False,False,91,2024-03-05,67,"[24, 136, 784, 1, 970, 620, 473, 809, 813, 28, 810, 567, 946]","[301, 810, 477, 196, 284, 227, 29]",221,12,0.6,2023-10-08,"[862, 262, 115, 992, 975, 681, 22, 5, 724, 37, 391, 481, 344, 773, 768, 133, 896, 922, 705, 555, 796, 890, 928, 345, 500, 20]"
670,Katie Wood,36,M,Houston,41.878113,-78.638176,"gaming, reading, fitness",Add fine statement certain gun wrong great tonight.,Networking,Introvert,INFJ,Bachelor’s,"Designer, blown glass/stained glass",Leo,158,Athletic,French,Women,4,True,False,62,2024-03-01,53,"[694, 586, 517, 118, 305, 890, 901, 491, 259, 61]","[296, 385, 808, 227, 204, 962]",472,38,0.46,2024-02-10,"[300, 811, 882, 287, 611, 103, 448, 915, 548, 568, 945, 174, 782, 966, 450, 649, 669, 226, 11, 952]"
671,Anthony Villanueva,25,Non-binary,Boston,40.760779,-81.694361,"reading, travel, technology",Able those trouble not scene employee rich art magazine bit still without small.,Networking,Extrovert,ESFJ,Master’s,Camera operator,Aquarius,184,Average,"English, Spanish",Men,3,True,False,16,2024-03-04,49,"[326, 302, 941, 178, 906, 998]","[128, 613, 538, 707, 631, 174, 625]",123,29,0.92,2023-06-15,"[506, 682, 292, 738, 869, 369, 377, 208, 630, 857, 499, 668]"
672,John Long,47,F,Boston,39.739236,-86.158068,"photography, gaming, technology",Total success institution lot us together item management chance administration.,Long-term,Extrovert,ISFJ,Bachelor’s,Town planner,Taurus,163,Slim,Spanish,Everyone,3,True,False,43,2024-03-11,88,"[345, 135, 829, 885, 32]","[645, 556, 257, 511, 146, 495, 110, 445, 579, 63]",10,20,0.61,2023-03-23,"[93, 31, 43, 913, 45, 531, 928, 524, 2, 83]"
673,Olivia Cline,28,M,Orlando,40.712776,-96.796989,"photography, gaming, travel",Dog contain your group consumer fly try art create care inside skin two.,Friends,Ambivert,ENTP,PhD,"Development worker, community",Aries,169,Slim,"Spanish, French, Hindi",Everyone,3,False,False,112,2024-03-01,46,"[790, 542, 601, 400, 482, 746]","[358, 470, 420, 307, 396, 801]",284,0,0.56,2023-01-03,"[579, 292, 807, 534, 322, 957, 771, 328, 970, 756, 872, 740]"
674,Steve Nichols,30,F,Detroit,30.267153,-95.369804,"art, music, cooking",Fine word both information risk talk law activity really toward.,Long-term,Introvert,ENFP,PhD,Nature conservation officer,Taurus,167,Average,"Hindi, Spanish",Women,5,True,False,0,2024-03-28,62,"[981, 931, 645, 27, 197, 665, 935, 817, 275, 520, 720, 793]","[429, 468, 112, 232, 434]",467,92,0.39,2023-01-09,"[625, 563, 731, 469, 620, 103, 135, 81, 351, 438, 833, 136, 3, 364, 910, 192, 585, 434, 544, 249, 66, 327, 909, 271]"
675,Lisa Joyce,18,Non-binary,Detroit,41.49932,-82.457177,"reading, photography, technology",Image measure sister cultural peace prepare owner each accept left change open.,Friends,Introvert,ENFP,PhD,Architect,Pisces,176,Average,"English, Spanish",Men,5,True,False,119,2024-03-15,63,"[148, 722, 956, 17, 865, 409, 302, 450, 844, 382, 987]","[825, 948, 61, 114, 839, 376, 382]",128,46,0.34,2024-01-17,"[239, 613, 386, 454, 413, 477, 905, 303, 828, 269, 184, 81, 784, 7, 595, 455, 217, 719, 873, 351, 344, 448]"
676,Lisa Davis,20,Non-binary,Detroit,33.749001,-80.19179,"music, reading, technology",Head common sing member fall special deep list system although close about.,Long-term,Extrovert,INFJ,High School,IT trainer,Capricorn,183,Athletic,"Spanish, French",Men,1,False,True,44,2024-03-09,77,"[696, 462, 191, 821, 407, 401, 722, 240, 710, 877, 903, 258, 908, 248, 52]","[749, 854, 792, 418, 523, 991, 846, 371, 97, 79]",20,51,0.77,2023-10-31,"[987, 714, 730, 271, 631, 562, 805, 199, 67, 374, 716, 956, 937, 392, 198, 314, 207, 41, 852, 181, 123, 569, 902, 91, 861, 488, 708, 21, 152, 623]"
677,Crystal Foster,23,F,San Antonio,33.448376,-82.457177,"travel, art, fitness",Story easy middle college decision direction statement especially everybody surface market why economic.,Casual Dating,Extrovert,ESFJ,PhD,"Engineer, materials",Aries,161,Athletic,"Spanish, Mandarin, Hindi",Men,6,True,False,33,2024-03-30,96,"[346, 379, 605, 116, 393, 269, 541, 740, 774, 833, 845]","[454, 553, 788, 654, 551, 821]",300,15,0.92,2023-12-06,"[738, 339, 642, 782, 155, 119, 80, 178, 755, 96, 327, 890, 646, 912, 294, 188, 487, 427, 666, 878, 557, 353]"
678,Katherine Wells,24,F,Kansas City,28.538336,-111.891047,"gaming, cooking, reading",Generation owner six every agency understand fight early like first present act machine.,Long-term,Ambivert,INTP,Bachelor’s,"Surveyor, planning and development",Libra,199,Average,Spanish,Everyone,1,True,False,32,2024-03-25,98,"[525, 680, 543, 408, 207, 38, 318, 314, 107]","[919, 769, 332, 394, 275]",300,55,1.0,2023-05-10,"[517, 350, 99, 783, 377, 127, 438, 954, 727, 439, 923, 839, 414, 337, 307, 18, 269, 666]"
679,Melanie Potts,44,F,Columbus,38.581572,-112.074036,"gaming, travel, music",Language majority generation become see rate event change.,Networking,Introvert,INFJ,High School,Facilities manager,Aries,181,Curvy,"Mandarin, French",Men,2,False,False,120,2024-03-16,5,"[382, 297, 912, 364, 963, 542, 506, 96, 146, 110]","[408, 437, 648, 716, 893, 760, 79, 431, 91, 542]",422,73,0.38,2023-12-16,"[643, 46, 324, 93, 714, 92, 191, 45, 77, 32, 742, 853, 234, 149, 154, 95, 759, 441, 786, 536]"
680,Jaime Farmer,29,Non-binary,Portland,45.515232,-86.158068,"photography, art, technology",Group process us shoulder after activity finish economic better nation long wonder either.,Casual Dating,Extrovert,ESTP,PhD,Health and safety inspector,Pisces,159,Slim,English,Men,5,True,False,44,2024-03-11,30,"[651, 568, 450, 955, 58, 863, 592, 158, 414, 97, 193, 517, 413]","[783, 236, 634, 423, 920, 93, 218, 170, 827, 55]",80,16,0.99,2023-04-24,"[493, 201, 529, 149, 124, 563, 747, 312, 876, 583, 476, 923, 812, 722, 488, 23, 457, 1, 101, 110, 534, 911, 52, 483, 986, 318]"
681,Latoya Schneider,26,Non-binary,Atlanta,44.977753,-97.743061,"cooking, reading, sports",Development toward certainly line easy himself character brother relationship local though above hear.,Networking,Introvert,INTP,High School,Volunteer coordinator,Capricorn,197,Curvy,"Mandarin, French",Men,6,True,False,88,2024-03-06,36,"[280, 181, 366, 888, 946, 282, 853, 20, 450, 722, 640, 276, 344]","[805, 281, 284, 325, 424, 773, 629, 195]",125,57,0.63,2023-02-09,"[196, 701, 77, 274, 747, 201, 707, 369, 856, 871, 594, 355, 757, 781, 967, 606, 976, 559, 360, 354, 337, 312, 296, 198, 495, 213]"
682,Kenneth Oneal,20,F,Austin,44.977753,-97.743061,"art, technology, travel",Indicate already compare give smile remember.,Casual Dating,Extrovert,ESFJ,High School,Catering manager,Gemini,186,Curvy,"Mandarin, French, Spanish",Everyone,2,False,False,11,2024-03-21,97,"[818, 833, 834, 634, 527]","[519, 258, 125, 867, 651, 26]",217,97,0.28,2023-01-30,"[551, 758, 630, 375, 137, 881, 932, 995, 951, 554]"
683,Heather Cunningham,30,M,Portland,25.76168,-97.743061,"technology, sports, cooking",Situation travel environmental sea realize thing threat between six that across.,Networking,Extrovert,ISFJ,PhD,Trade mark attorney,Cancer,167,Athletic,"Hindi, Spanish, English",Women,1,False,False,109,2024-03-06,10,"[128, 713, 858, 112, 471, 428]","[842, 45, 158, 999, 101, 306, 626]",254,3,0.28,2023-01-06,"[303, 835, 864, 575, 828, 421, 526, 94, 372, 223, 448, 314]"
